,Unnamed: 0,PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Cabin,gender,southhampton,cherbourgh,queenstown
414,414,415,1,3,44.0,0,0,7.925,0,1,1,0,0
415,415,416,0,3,28.343689655172412,0,0,8.05,0,0,1,0,0
416,416,417,1,2,34.0,1,1,32.5,0,0,1,0,0
417,417,418,1,2,18.0,0,2,13.0,0,0,1,0,0
418,418,419,0,2,30.0,0,0,13.0,0,1,1,0,0
419,419,420,0,3,10.0,0,2,24.15,0,0,1,0,0
420,420,421,0,3,28.343689655172412,0,0,7.8958,0,1,0,1,0
421,421,422,0,3,21.0,0,0,7.7333,0,1,0,0,1
422,422,423,0,3,29.0,0,0,7.875,0,1,1,0,0
423,423,424,0,3,28.0,1,1,14.4,0,0,1,0,0
424,424,425,0,3,18.0,1,1,20.2125,0,1,1,0,0
425,425,426,0,3,28.343689655172412,0,0,7.25,0,1,1,0,0
426,426,427,1,2,28.0,1,0,26.0,0,0,1,0,0
427,427,428,1,2,19.0,0,0,26.0,0,0,1,0,0
428,428,429,0,3,28.343689655172412,0,0,7.75,0,1,0,0,1
429,429,430,1,3,32.0,0,0,8.05,E10,1,1,0,0
430,430,431,1,1,28.0,0,0,26.55,C52,1,1,0,0
431,431,432,1,3,28.343689655172412,1,0,16.1,0,0,1,0,0
432,432,433,1,2,42.0,1,0,26.0,0,0,1,0,0
433,433,434,0,3,17.0,0,0,7.125,0,1,1,0,0
434,434,435,0,1,50.0,1,0,55.9,E44,1,1,0,0
435,435,436,1,1,14.0,1,2,120.0,B96 B98,0,1,0,0
436,436,437,0,3,21.0,2,2,34.375,0,0,1,0,0
437,437,438,1,2,24.0,2,3,18.75,0,0,1,0,0
438,438,439,0,1,64.0,1,4,263.0,C23 C25 C27,1,1,0,0
439,439,440,0,2,31.0,0,0,10.5,0,1,1,0,0
440,440,441,1,2,45.0,1,1,26.25,0,0,1,0,0
441,441,442,0,3,20.0,0,0,9.5,0,1,1,0,0
442,442,443,0,3,25.0,1,0,7.775,0,1,1,0,0
443,443,444,1,2,28.0,0,0,13.0,0,0,1,0,0
444,444,445,1,3,28.343689655172412,0,0,8.1125,0,1,1,0,0
445,445,446,1,1,4.0,0,2,81.8583,A34,1,1,0,0
446,446,447,1,2,13.0,0,1,19.5,0,0,1,0,0
447,447,448,1,1,34.0,0,0,26.55,0,1,1,0,0
448,448,449,1,3,5.0,2,1,19.2583,0,0,0,1,0
449,449,450,1,1,52.0,0,0,30.5,C104,1,1,0,0
450,450,451,0,2,36.0,1,2,27.75,0,1,1,0,0
451,451,452,0,3,28.343689655172412,1,0,19.9667,0,1,1,0,0
452,452,453,0,1,30.0,0,0,27.75,C111,1,0,1,0
453,453,454,1,1,49.0,1,0,89.1042,C92,1,0,1,0
454,454,455,0,3,28.343689655172412,0,0,8.05,0,1,1,0,0
455,455,456,1,3,29.0,0,0,7.8958,0,1,0,1,0
456,456,457,0,1,65.0,0,0,26.55,E38,1,1,0,0
457,457,458,1,1,28.343689655172412,1,0,51.8625,D21,0,1,0,0
458,458,459,1,2,50.0,0,0,10.5,0,0,1,0,0
459,459,460,0,3,28.343689655172412,0,0,7.75,0,1,0,0,1
460,460,461,1,1,48.0,0,0,26.55,E12,1,1,0,0
461,461,462,0,3,34.0,0,0,8.05,0,1,1,0,0
462,462,463,0,1,47.0,0,0,38.5,E63,1,1,0,0
463,463,464,0,2,48.0,0,0,13.0,0,1,1,0,0
464,464,465,0,3,28.343689655172412,0,0,8.05,0,1,1,0,0
465,465,466,0,3,38.0,0,0,7.05,0,1,1,0,0
466,466,467,0,2,28.343689655172412,0,0,0.0,0,1,1,0,0
467,467,468,0,1,56.0,0,0,26.55,0,1,1,0,0
468,468,469,0,3,28.343689655172412,0,0,7.725,0,1,0,0,1
469,469,470,1,3,0.75,2,1,19.2583,0,0,0,1,0
470,470,471,0,3,28.343689655172412,0,0,7.25,0,1,1,0,0
471,471,472,0,3,38.0,0,0,8.6625,0,1,1,0,0
472,472,473,1,2,33.0,1,2,27.75,0,0,1,0,0
473,473,474,1,2,23.0,0,0,13.7917,D,0,0,1,0
474,474,475,0,3,22.0,0,0,9.8375,0,0,1,0,0
475,475,476,0,1,28.343689655172412,0,0,52.0,A14,1,1,0,0
476,476,477,0,2,34.0,1,0,21.0,0,1,1,0,0
477,477,478,0,3,29.0,1,0,7.0458,0,1,1,0,0
478,478,479,0,3,22.0,0,0,7.5208,0,1,1,0,0
479,479,480,1,3,2.0,0,1,12.2875,0,0,1,0,0
480,480,481,0,3,9.0,5,2,46.9,0,1,1,0,0
481,481,482,0,2,28.343689655172412,0,0,0.0,0,1,1,0,0
482,482,483,0,3,50.0,0,0,8.05,0,1,1,0,0
483,483,484,1,3,63.0,0,0,9.5875,0,0,1,0,0
484,484,485,1,1,25.0,1,0,91.0792,B49,1,0,1,0
485,485,486,0,3,28.343689655172412,3,1,25.4667,0,0,1,0,0
486,486,487,1,1,35.0,1,0,90.0,C93,0,1,0,0
487,487,488,0,1,58.0,0,0,29.7,B37,1,0,1,0
488,488,489,0,3,30.0,0,0,8.05,0,1,1,0,0
489,489,490,1,3,9.0,1,1,15.9,0,1,1,0,0
490,490,491,0,3,28.343689655172412,1,0,19.9667,0,1,1,0,0
491,491,492,0,3,21.0,0,0,7.25,0,1,1,0,0
492,492,493,0,1,55.0,0,0,30.5,C30,1,1,0,0
493,493,494,0,1,71.0,0,0,49.5042,0,1,0,1,0
494,494,495,0,3,21.0,0,0,8.05,0,1,1,0,0
495,495,496,0,3,28.343689655172412,0,0,14.4583,0,1,0,1,0
496,496,497,1,1,54.0,1,0,78.2667,D20,0,0,1,0
497,497,498,0,3,28.343689655172412,0,0,15.1,0,1,1,0,0
498,498,499,0,1,25.0,1,2,151.55,C22 C26,0,1,0,0
499,499,500,0,3,24.0,0,0,7.7958,0,1,1,0,0
500,500,501,0,3,17.0,0,0,8.6625,0,1,1,0,0
501,501,502,0,3,21.0,0,0,7.75,0,0,0,0,1
502,502,503,0,3,28.343689655172412,0,0,7.6292,0,0,0,0,1
503,503,504,0,3,37.0,0,0,9.5875,0,0,1,0,0
504,504,505,1,1,16.0,0,0,86.5,B79,0,1,0,0
505,505,506,0,1,18.0,1,0,108.9,C65,1,0,1,0
506,506,507,1,2,33.0,0,2,26.0,0,0,1,0,0
507,507,508,1,1,28.343689655172412,0,0,26.55,0,1,1,0,0
508,508,509,0,3,28.0,0,0,22.525,0,1,1,0,0
509,509,510,1,3,26.0,0,0,56.4958,0,1,1,0,0
510,510,511,1,3,29.0,0,0,7.75,0,1,0,0,1
511,511,512,0,3,28.343689655172412,0,0,8.05,0,1,1,0,0
512,512,513,1,1,36.0,0,0,26.2875,E25,1,1,0,0
513,513,514,1,1,54.0,1,0,59.4,0,0,0,1,0
514,514,515,0,3,24.0,0,0,7.4958,0,1,1,0,0
515,515,516,0,1,47.0,0,0,34.0208,D46,1,1,0,0
516,516,517,1,2,34.0,0,0,10.5,F33,0,1,0,0
517,517,518,0,3,28.343689655172412,0,0,24.15,0,1,0,0,1
518,518,519,1,2,36.0,1,0,26.0,0,0,1,0,0
519,519,520,0,3,32.0,0,0,7.8958,0,1,1,0,0
520,520,521,1,1,30.0,0,0,93.5,B73,0,1,0,0
521,521,522,0,3,22.0,0,0,7.8958,0,1,1,0,0
522,522,523,0,3,28.343689655172412,0,0,7.225,0,1,0,1,0
523,523,524,1,1,44.0,0,1,57.9792,B18,0,0,1,0
524,524,525,0,3,28.343689655172412,0,0,7.2292,0,1,0,1,0
525,525,526,0,3,40.5,0,0,7.75,0,1,0,0,1
526,526,527,1,2,50.0,0,0,10.5,0,0,1,0,0
527,527,528,0,1,28.343689655172412,0,0,221.7792,C95,1,1,0,0
528,528,529,0,3,39.0,0,0,7.925,0,1,1,0,0
529,529,530,0,2,23.0,2,1,11.5,0,1,1,0,0
530,530,531,1,2,2.0,1,1,26.0,0,0,1,0,0
531,531,532,0,3,28.343689655172412,0,0,7.2292,0,1,0,1,0
532,532,533,0,3,17.0,1,1,7.2292,0,1,0,1,0
533,533,534,1,3,28.343689655172412,0,2,22.3583,0,0,0,1,0
534,534,535,0,3,30.0,0,0,8.6625,0,0,1,0,0
535,535,536,1,2,7.0,0,2,26.25,0,0,1,0,0
536,536,537,0,1,45.0,0,0,26.55,B38,1,1,0,0
537,537,538,1,1,30.0,0,0,106.425,0,0,0,1,0
538,538,539,0,3,28.343689655172412,0,0,14.5,0,1,1,0,0
539,539,540,1,1,22.0,0,2,49.5,B39,0,0,1,0
540,540,541,1,1,36.0,0,2,71.0,B22,0,1,0,0
541,541,542,0,3,9.0,4,2,31.275,0,0,1,0,0
542,542,543,0,3,11.0,4,2,31.275,0,0,1,0,0
543,543,544,1,2,32.0,1,0,26.0,0,1,1,0,0
544,544,545,0,1,50.0,1,0,106.425,C86,1,0,1,0
545,545,546,0,1,64.0,0,0,26.0,0,1,1,0,0
546,546,547,1,2,19.0,1,0,26.0,0,0,1,0,0
547,547,548,1,2,28.343689655172412,0,0,13.8625,0,1,0,1,0
548,548,549,0,3,33.0,1,1,20.525,0,1,1,0,0
549,549,550,1,2,8.0,1,1,36.75,0,1,1,0,0
550,550,551,1,1,17.0,0,2,110.8833,C70,1,0,1,0
551,551,552,0,2,27.0,0,0,26.0,0,1,1,0,0
552,552,553,0,3,28.343689655172412,0,0,7.8292,0,1,0,0,1
553,553,554,1,3,22.0,0,0,7.225,0,1,0,1,0
554,554,555,1,3,22.0,0,0,7.775,0,0,1,0,0
555,555,556,0,1,62.0,0,0,26.55,0,1,1,0,0
556,556,557,1,1,48.0,1,0,39.6,A16,0,0,1,0
557,557,558,0,1,28.343689655172412,0,0,227.525,0,1,0,1,0
558,558,559,1,1,39.0,1,1,79.65,E67,0,1,0,0
559,559,560,1,3,36.0,1,0,17.4,0,0,1,0,0
560,560,561,0,3,28.343689655172412,0,0,7.75,0,1,0,0,1
561,561,562,0,3,40.0,0,0,7.8958,0,1,1,0,0
562,562,563,0,2,28.0,0,0,13.5,0,1,1,0,0
563,563,564,0,3,28.343689655172412,0,0,8.05,0,1,1,0,0
564,564,565,0,3,28.343689655172412,0,0,8.05,0,0,1,0,0
565,565,566,0,3,24.0,2,0,24.15,0,1,1,0,0
566,566,567,0,3,19.0,0,0,7.8958,0,1,1,0,0
567,567,568,0,3,29.0,0,4,21.075,0,0,1,0,0
568,568,569,0,3,28.343689655172412,0,0,7.2292,0,1,0,1,0
569,569,570,1,3,32.0,0,0,7.8542,0,1,1,0,0
570,570,571,1,2,62.0,0,0,10.5,0,1,1,0,0
571,571,572,1,1,53.0,2,0,51.4792,C101,0,1,0,0
572,572,573,1,1,36.0,0,0,26.3875,E25,1,1,0,0
573,573,574,1,3,28.343689655172412,0,0,7.75,0,0,0,0,1
574,574,575,0,3,16.0,0,0,8.05,0,1,1,0,0
575,575,576,0,3,19.0,0,0,14.5,0,1,1,0,0
576,576,577,1,2,34.0,0,0,13.0,0,0,1,0,0
577,577,578,1,1,39.0,1,0,55.9,E44,0,1,0,0
578,578,579,0,3,28.343689655172412,1,0,14.4583,0,0,0,1,0
579,579,580,1,3,32.0,0,0,7.925,0,1,1,0,0
580,580,581,1,2,25.0,1,1,30.0,0,0,1,0,0
581,581,582,1,1,39.0,1,1,110.8833,C68,0,0,1,0
582,582,583,0,2,54.0,0,0,26.0,0,1,1,0,0
583,583,584,0,1,36.0,0,0,40.125,A10,1,0,1,0
584,584,585,0,3,28.343689655172412,0,0,8.7125,0,1,0,1,0
585,585,586,1,1,18.0,0,2,79.65,E68,0,1,0,0
586,586,587,0,2,47.0,0,0,15.0,0,1,1,0,0
587,587,588,1,1,60.0,1,1,79.2,B41,1,0,1,0
588,588,589,0,3,22.0,0,0,8.05,0,1,1,0,0
589,589,590,0,3,28.343689655172412,0,0,8.05,0,1,1,0,0
590,590,591,0,3,35.0,0,0,7.125,0,1,1,0,0
591,591,592,1,1,52.0,1,0,78.2667,D20,0,0,1,0
592,592,593,0,3,47.0,0,0,7.25,0,1,1,0,0
593,593,594,0,3,28.343689655172412,0,2,7.75,0,0,0,0,1
594,594,595,0,2,37.0,1,0,26.0,0,1,1,0,0
595,595,596,0,3,36.0,1,1,24.15,0,1,1,0,0
596,596,597,1,2,28.343689655172412,0,0,33.0,0,0,1,0,0
597,597,598,0,3,49.0,0,0,0.0,0,1,1,0,0
598,598,599,0,3,28.343689655172412,0,0,7.225,0,1,0,1,0
599,599,600,1,1,49.0,1,0,56.9292,A20,1,0,1,0
600,600,601,1,2,24.0,2,1,27.0,0,0,1,0,0
601,601,602,0,3,28.343689655172412,0,0,7.8958,0,1,1,0,0
602,602,603,0,1,28.343689655172412,0,0,42.4,0,1,1,0,0
603,603,604,0,3,44.0,0,0,8.05,0,1,1,0,0
604,604,605,1,1,35.0,0,0,26.55,0,1,0,1,0
605,605,606,0,3,36.0,1,0,15.55,0,1,1,0,0
606,606,607,0,3,30.0,0,0,7.8958,0,1,1,0,0
607,607,608,1,1,27.0,0,0,30.5,0,1,1,0,0
608,608,609,1,2,22.0,1,2,41.5792,0,0,0,1,0
609,609,610,1,1,40.0,0,0,153.4625,C125,0,1,0,0
610,610,611,0,3,39.0,1,5,31.275,0,0,1,0,0
611,611,612,0,3,28.343689655172412,0,0,7.05,0,1,1,0,0
612,612,613,1,3,28.343689655172412,1,0,15.5,0,0,0,0,1
613,613,614,0,3,28.343689655172412,0,0,7.75,0,1,0,0,1
614,614,615,0,3,35.0,0,0,8.05,0,1,1,0,0
615,615,616,1,2,24.0,1,2,65.0,0,0,1,0,0
616,616,617,0,3,34.0,1,1,14.4,0,1,1,0,0
617,617,618,0,3,26.0,1,0,16.1,0,0,1,0,0
618,618,619,1,2,4.0,2,1,39.0,F4,0,1,0,0
619,619,620,0,2,26.0,0,0,10.5,0,1,1,0,0
620,620,621,0,3,27.0,1,0,14.4542,0,1,0,1,0
621,621,622,1,1,42.0,1,0,52.5542,D19,1,1,0,0
622,622,623,1,3,20.0,1,1,15.7417,0,1,0,1,0
623,623,624,0,3,21.0,0,0,7.8542,0,1,1,0,0
624,624,625,0,3,21.0,0,0,16.1,0,1,1,0,0
625,625,626,0,1,61.0,0,0,32.3208,D50,1,1,0,0
626,626,627,0,2,57.0,0,0,12.35,0,1,0,0,1
627,627,628,1,1,21.0,0,0,77.9583,D9,0,1,0,0
628,628,629,0,3,26.0,0,0,7.8958,0,1,1,0,0
629,629,630,0,3,28.343689655172412,0,0,7.7333,0,1,0,0,1
630,630,631,1,1,80.0,0,0,30.0,A23,1,1,0,0
631,631,632,0,3,51.0,0,0,7.0542,0,1,1,0,0
632,632,633,1,1,32.0,0,0,30.5,B50,1,0,1,0
633,633,634,0,1,28.343689655172412,0,0,0.0,0,1,1,0,0
634,634,635,0,3,9.0,3,2,27.9,0,0,1,0,0
635,635,636,1,2,28.0,0,0,13.0,0,0,1,0,0
636,636,637,0,3,32.0,0,0,7.925,0,1,1,0,0
637,637,638,0,2,31.0,1,1,26.25,0,1,1,0,0
638,638,639,0,3,41.0,0,5,39.6875,0,0,1,0,0
639,639,640,0,3,28.343689655172412,1,0,16.1,0,1,1,0,0
640,640,641,0,3,20.0,0,0,7.8542,0,1,1,0,0
641,641,642,1,1,24.0,0,0,69.3,B35,0,0,1,0
642,642,643,0,3,2.0,3,2,27.9,0,0,1,0,0
643,643,644,1,3,28.343689655172412,0,0,56.4958,0,1,1,0,0
644,644,645,1,3,0.75,2,1,19.2583,0,0,0,1,0
645,645,646,1,1,48.0,1,0,76.7292,D33,1,0,1,0
646,646,647,0,3,19.0,0,0,7.8958,0,1,1,0,0
647,647,648,1,1,56.0,0,0,35.5,A26,1,0,1,0
648,648,649,0,3,28.343689655172412,0,0,7.55,0,1,1,0,0
649,649,650,1,3,23.0,0,0,7.55,0,0,1,0,0
650,650,651,0,3,28.343689655172412,0,0,7.8958,0,1,1,0,0
651,651,652,1,2,18.0,0,1,23.0,0,0,1,0,0
652,652,653,0,3,21.0,0,0,8.4333,0,1,1,0,0
653,653,654,1,3,28.343689655172412,0,0,7.8292,0,0,0,0,1
654,654,655,0,3,18.0,0,0,6.75,0,0,0,0,1
655,655,656,0,2,24.0,2,0,73.5,0,1,1,0,0
656,656,657,0,3,28.343689655172412,0,0,7.8958,0,1,1,0,0
657,657,658,0,3,32.0,1,1,15.5,0,0,0,0,1
658,658,659,0,2,23.0,0,0,13.0,0,1,1,0,0
659,659,660,0,1,58.0,0,2,113.275,D48,1,0,1,0
660,660,661,1,1,50.0,2,0,133.65,0,1,1,0,0
661,661,662,0,3,40.0,0,0,7.225,0,1,0,1,0
662,662,663,0,1,47.0,0,0,25.5875,E58,1,1,0,0
663,663,664,0,3,36.0,0,0,7.4958,0,1,1,0,0
664,664,665,1,3,20.0,1,0,7.925,0,1,1,0,0
665,665,666,0,2,32.0,2,0,73.5,0,1,1,0,0
666,666,667,0,2,25.0,0,0,13.0,0,1,1,0,0
667,667,668,0,3,28.343689655172412,0,0,7.775,0,1,1,0,0
668,668,669,0,3,43.0,0,0,8.05,0,1,1,0,0
669,669,670,1,1,28.343689655172412,1,0,52.0,C126,0,1,0,0
670,670,671,1,2,40.0,1,1,39.0,0,0,1,0,0
671,671,672,0,1,31.0,1,0,52.0,B71,1,1,0,0
672,672,673,0,2,70.0,0,0,10.5,0,1,1,0,0
673,673,674,1,2,31.0,0,0,13.0,0,1,1,0,0
674,674,675,0,2,28.343689655172412,0,0,0.0,0,1,1,0,0
675,675,676,0,3,18.0,0,0,7.775,0,1,1,0,0
676,676,677,0,3,24.5,0,0,8.05,0,1,1,0,0
677,677,678,1,3,18.0,0,0,9.8417,0,0,1,0,0
678,678,679,0,3,43.0,1,6,46.9,0,0,1,0,0
679,679,680,1,1,36.0,0,1,512.3292,B51 B53 B55,1,0,1,0
680,680,681,0,3,28.343689655172412,0,0,8.1375,0,0,0,0,1
681,681,682,1,1,27.0,0,0,76.7292,D49,1,0,1,0
682,682,683,0,3,20.0,0,0,9.225,0,1,1,0,0
683,683,684,0,3,14.0,5,2,46.9,0,1,1,0,0
684,684,685,0,2,60.0,1,1,39.0,0,1,1,0,0
685,685,686,0,2,25.0,1,2,41.5792,0,1,0,1,0
686,686,687,0,3,14.0,4,1,39.6875,0,1,1,0,0
687,687,688,0,3,19.0,0,0,10.1708,0,1,1,0,0
688,688,689,0,3,18.0,0,0,7.7958,0,1,1,0,0
689,689,690,1,1,15.0,0,1,211.3375,B5,0,1,0,0
690,690,691,1,1,31.0,1,0,57.0,B20,1,1,0,0
691,691,692,1,3,4.0,0,1,13.4167,0,0,0,1,0
692,692,693,1,3,28.343689655172412,0,0,56.4958,0,1,1,0,0
693,693,694,0,3,25.0,0,0,7.225,0,1,0,1,0
694,694,695,0,1,60.0,0,0,26.55,0,1,1,0,0
695,695,696,0,2,52.0,0,0,13.5,0,1,1,0,0
696,696,697,0,3,44.0,0,0,8.05,0,1,1,0,0
697,697,698,1,3,28.343689655172412,0,0,7.7333,0,0,0,0,1
698,698,699,0,1,49.0,1,1,110.8833,C68,1,0,1,0
699,699,700,0,3,42.0,0,0,7.65,F G63,1,1,0,0
700,700,701,1,1,18.0,1,0,227.525,C62 C64,0,0,1,0
701,701,702,1,1,35.0,0,0,26.2875,E24,1,1,0,0
702,702,703,0,3,18.0,0,1,14.4542,0,0,0,1,0
703,703,704,0,3,25.0,0,0,7.7417,0,1,0,0,1
704,704,705,0,3,26.0,1,0,7.8542,0,1,1,0,0
705,705,706,0,2,39.0,0,0,26.0,0,1,1,0,0
706,706,707,1,2,45.0,0,0,13.5,0,0,1,0,0
707,707,708,1,1,42.0,0,0,26.2875,E24,1,1,0,0
708,708,709,1,1,22.0,0,0,151.55,0,0,1,0,0
709,709,710,1,3,28.343689655172412,1,1,15.2458,0,1,0,1,0
710,710,711,1,1,24.0,0,0,49.5042,C90,0,0,1,0
711,711,712,0,1,28.343689655172412,0,0,26.55,C124,1,1,0,0
712,712,713,1,1,48.0,1,0,52.0,C126,1,1,0,0
713,713,714,0,3,29.0,0,0,9.4833,0,1,1,0,0
714,714,715,0,2,52.0,0,0,13.0,0,1,1,0,0
715,715,716,0,3,19.0,0,0,7.65,F G73,1,1,0,0
716,716,717,1,1,38.0,0,0,227.525,C45,0,0,1,0
717,717,718,1,2,27.0,0,0,10.5,E101,0,1,0,0
718,718,719,0,3,28.343689655172412,0,0,15.5,0,1,0,0,1
719,719,720,0,3,33.0,0,0,7.775,0,1,1,0,0
720,720,721,1,2,6.0,0,1,33.0,0,0,1,0,0
721,721,722,0,3,17.0,1,0,7.0542,0,1,1,0,0
722,722,723,0,2,34.0,0,0,13.0,0,1,1,0,0
723,723,724,0,2,50.0,0,0,13.0,0,1,1,0,0
724,724,725,1,1,27.0,1,0,53.1,E8,1,1,0,0
725,725,726,0,3,20.0,0,0,8.6625,0,1,1,0,0
726,726,727,1,2,30.0,3,0,21.0,0,0,1,0,0
727,727,728,1,3,28.343689655172412,0,0,7.7375,0,0,0,0,1
728,728,729,0,2,25.0,1,0,26.0,0,1,1,0,0
729,729,730,0,3,25.0,1,0,7.925,0,0,1,0,0
730,730,731,1,1,29.0,0,0,211.3375,B5,0,1,0,0
731,731,732,0,3,11.0,0,0,18.7875,0,1,0,1,0
732,732,733,0,2,28.343689655172412,0,0,0.0,0,1,1,0,0
733,733,734,0,2,23.0,0,0,13.0,0,1,1,0,0
734,734,735,0,2,23.0,0,0,13.0,0,1,1,0,0
735,735,736,0,3,28.5,0,0,16.1,0,1,1,0,0
736,736,737,0,3,48.0,1,3,34.375,0,0,1,0,0
737,737,738,1,1,35.0,0,0,512.3292,B101,1,0,1,0
738,738,739,0,3,28.343689655172412,0,0,7.8958,0,1,1,0,0
739,739,740,0,3,28.343689655172412,0,0,7.8958,0,1,1,0,0
740,740,741,1,1,28.343689655172412,0,0,30.0,D45,1,1,0,0
741,741,742,0,1,36.0,1,0,78.85,C46,1,1,0,0
742,742,743,1,1,21.0,2,2,262.375,B57 B59 B63 B66,0,0,1,0
743,743,744,0,3,24.0,1,0,16.1,0,1,1,0,0
744,744,745,1,3,31.0,0,0,7.925,0,1,1,0,0
745,745,746,0,1,70.0,1,1,71.0,B22,1,1,0,0
746,746,747,0,3,16.0,1,1,20.25,0,1,1,0,0
747,747,748,1,2,30.0,0,0,13.0,0,0,1,0,0
748,748,749,0,1,19.0,1,0,53.1,D30,1,1,0,0
749,749,750,0,3,31.0,0,0,7.75,0,1,0,0,1
750,750,751,1,2,4.0,1,1,23.0,0,0,1,0,0
751,751,752,1,3,6.0,0,1,12.475,E121,1,1,0,0
752,752,753,0,3,33.0,0,0,9.5,0,1,1,0,0
753,753,754,0,3,23.0,0,0,7.8958,0,1,1,0,0
754,754,755,1,2,48.0,1,2,65.0,0,0,1,0,0
755,755,756,1,2,0.67,1,1,14.5,0,1,1,0,0
756,756,757,0,3,28.0,0,0,7.7958,0,1,1,0,0
757,757,758,0,2,18.0,0,0,11.5,0,1,1,0,0
758,758,759,0,3,34.0,0,0,8.05,0,1,1,0,0
759,759,760,1,1,33.0,0,0,86.5,B77,0,1,0,0
760,760,761,0,3,28.343689655172412,0,0,14.5,0,1,1,0,0
761,761,762,0,3,41.0,0,0,7.125,0,1,1,0,0
762,762,763,1,3,20.0,0,0,7.2292,0,1,0,1,0
763,763,764,1,1,36.0,1,2,120.0,B96 B98,0,1,0,0
764,764,765,0,3,16.0,0,0,7.775,0,1,1,0,0
765,765,766,1,1,51.0,1,0,77.9583,D11,0,1,0,0
766,766,767,0,1,28.343689655172412,0,0,39.6,0,1,0,1,0
767,767,768,0,3,30.5,0,0,7.75,0,0,0,0,1
768,768,769,0,3,28.343689655172412,1,0,24.15,0,1,0,0,1
769,769,770,0,3,32.0,0,0,8.3625,0,1,1,0,0
770,770,771,0,3,24.0,0,0,9.5,0,1,1,0,0
771,771,772,0,3,48.0,0,0,7.8542,0,1,1,0,0
772,772,773,0,2,57.0,0,0,10.5,E77,0,1,0,0
773,773,774,0,3,28.343689655172412,0,0,7.225,0,1,0,1,0
774,774,775,1,2,54.0,1,3,23.0,0,0,1,0,0
775,775,776,0,3,18.0,0,0,7.75,0,1,1,0,0
776,776,777,0,3,28.343689655172412,0,0,7.75,F38,1,0,0,1
777,777,778,1,3,5.0,0,0,12.475,0,0,1,0,0
778,778,779,0,3,28.343689655172412,0,0,7.7375,0,1,0,0,1
779,779,780,1,1,43.0,0,1,211.3375,B3,0,1,0,0
780,780,781,1,3,13.0,0,0,7.2292,0,0,0,1,0
781,781,782,1,1,17.0,1,0,57.0,B20,0,1,0,0
782,782,783,0,1,29.0,0,0,30.0,D6,1,1,0,0
783,783,784,0,3,28.343689655172412,1,2,23.45,0,1,1,0,0
784,784,785,0,3,25.0,0,0,7.05,0,1,1,0,0
785,785,786,0,3,25.0,0,0,7.25,0,1,1,0,0
786,786,787,1,3,18.0,0,0,7.4958,0,0,1,0,0
787,787,788,0,3,8.0,4,1,29.125,0,1,0,0,1
788,788,789,1,3,1.0,1,2,20.575,0,1,1,0,0
789,789,790,0,1,46.0,0,0,79.2,B82 B84,1,0,1,0
790,790,791,0,3,28.343689655172412,0,0,7.75,0,1,0,0,1
791,791,792,0,2,16.0,0,0,26.0,0,1,1,0,0
792,792,793,0,3,28.343689655172412,8,2,69.55,0,0,1,0,0
793,793,794,0,1,28.343689655172412,0,0,30.6958,0,1,0,1,0
794,794,795,0,3,25.0,0,0,7.8958,0,1,1,0,0
795,795,796,0,2,39.0,0,0,13.0,0,1,1,0,0
796,796,797,1,1,49.0,0,0,25.9292,D17,0,1,0,0
797,797,798,1,3,31.0,0,0,8.6833,0,0,1,0,0
798,798,799,0,3,30.0,0,0,7.2292,0,1,0,1,0
799,799,800,0,3,30.0,1,1,24.15,0,0,1,0,0
800,800,801,0,2,34.0,0,0,13.0,0,1,1,0,0
801,801,802,1,2,31.0,1,1,26.25,0,0,1,0,0
802,802,803,1,1,11.0,1,2,120.0,B96 B98,1,1,0,0
803,803,804,1,3,0.42,0,1,8.5167,0,1,0,1,0
804,804,805,1,3,27.0,0,0,6.975,0,1,1,0,0
805,805,806,0,3,31.0,0,0,7.775,0,1,1,0,0
806,806,807,0,1,39.0,0,0,0.0,A36,1,1,0,0
807,807,808,0,3,18.0,0,0,7.775,0,0,1,0,0
808,808,809,0,2,39.0,0,0,13.0,0,1,1,0,0
809,809,810,1,1,33.0,1,0,53.1,E8,0,1,0,0
810,810,811,0,3,26.0,0,0,7.8875,0,1,1,0,0
811,811,812,0,3,39.0,0,0,24.15,0,1,1,0,0
812,812,813,0,2,35.0,0,0,10.5,0,1,1,0,0
813,813,814,0,3,6.0,4,2,31.275,0,0,1,0,0
814,814,815,0,3,30.5,0,0,8.05,0,1,1,0,0
815,815,816,0,1,28.343689655172412,0,0,0.0,B102,1,1,0,0
816,816,817,0,3,23.0,0,0,7.925,0,0,1,0,0
817,817,818,0,2,31.0,1,1,37.0042,0,1,0,1,0
818,818,819,0,3,43.0,0,0,6.45,0,1,1,0,0
819,819,820,0,3,10.0,3,2,27.9,0,1,1,0,0
820,820,821,1,1,52.0,1,1,93.5,B69,0,1,0,0
821,821,822,1,3,27.0,0,0,8.6625,0,1,1,0,0
822,822,823,0,1,38.0,0,0,0.0,0,1,1,0,0
823,823,824,1,3,27.0,0,1,12.475,E121,0,1,0,0
824,824,825,0,3,2.0,4,1,39.6875,0,1,1,0,0
825,825,826,0,3,28.343689655172412,0,0,6.95,0,1,0,0,1
826,826,827,0,3,28.343689655172412,0,0,56.4958,0,1,1,0,0
827,827,828,1,2,1.0,0,2,37.0042,0,1,0,1,0
828,828,829,1,3,28.343689655172412,0,0,7.75,0,1,0,0,1
829,829,830,1,1,62.0,0,0,80.0,B28,0,0,0,0
